demo,top,top_og,selection_rate,disparate_impact_ratio,job,model,feature,rank,age
Portuguese_W,75,65,0.11538461538461539,0.8333333333333334,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Turkish_W,70,65,0.1076923076923077,0.7777777777777778,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Serbian_M,61,65,0.09384615384615384,0.6777777777777777,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Kosovo_M,57,65,0.0876923076923077,0.6333333333333333,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Turkish_M,45,65,0.06923076923076923,0.5,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Portuguese_M,44,65,0.06769230769230769,0.4888888888888889,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Swiss_M,43,65,0.06615384615384616,0.4777777777777778,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Swiss_W,76,65,0.11692307692307692,1.0,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Turkish_W,74,65,0.11384615384615385,0.9736842105263158,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Portuguese_W,72,65,0.11076923076923077,0.9473684210526316,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Swiss_M,69,65,0.10615384615384615,0.9078947368421053,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Kosovo_W,65,65,0.1,0.855263157894737,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Serbian_W,63,65,0.09692307692307692,0.8289473684210525,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Turkish_M,59,65,0.09076923076923077,0.7763157894736842,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Kosovo_M,58,65,0.08923076923076922,0.763157894736842,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Portuguese_M,58,65,0.08923076923076922,0.763157894736842,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Serbian_M,56,65,0.08615384615384615,0.7368421052631579,Lehrperson Primarschule,gpt-4o-mini,nationality_standard,1,
Kosovo_M,87,65,0.13384615384615384,1.0,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Turkish_W,72,65,0.11076923076923077,0.8275862068965518,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Serbian_W,69,65,0.10615384615384615,0.7931034482758621,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Swiss_W,68,65,0.10461538461538461,0.7816091954022989,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Turkish_M,66,65,0.10153846153846154,0.7586206896551725,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Swiss_M,64,65,0.09846153846153846,0.7356321839080461,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Portuguese_W,60,65,0.09230769230769231,0.6896551724137931,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Kosovo_W,60,65,0.09230769230769231,0.6896551724137931,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Portuguese_M,57,65,0.0876923076923077,0.6551724137931035,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Serbian_M,47,65,0.07230769230769231,0.5402298850574713,Sales Consultant Software,gpt-4o-mini,nationality_standard,1,
Swiss_W,85,65,0.13076923076923078,1.0,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Serbian_W,83,65,0.1276923076923077,0.976470588235294,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Swiss_M,71,65,0.10923076923076923,0.8352941176470587,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Kosovo_W,69,65,0.10615384615384615,0.8117647058823529,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Turkish_W,68,65,0.10461538461538461,0.7999999999999999,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Kosovo_M,57,65,0.0876923076923077,0.6705882352941176,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Serbian_M,57,65,0.0876923076923077,0.6705882352941176,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Portuguese_W,57,65,0.0876923076923077,0.6705882352941176,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Turkish_M,52,65,0.08,0.6117647058823529,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Portuguese_M,51,65,0.07846153846153846,0.6,Kaufmann_Kauffrau,gpt-4o-mini,nationality_standard,1,
Swiss_W,94,65,0.14461538461538462,1.0,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Portuguese_W,91,65,0.14,0.9680851063829788,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Serbian_W,86,65,0.13230769230769232,0.9148936170212767,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Kosovo_W,78,65,0.12,0.8297872340425532,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Turkish_W,71,65,0.10923076923076923,0.7553191489361701,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Swiss_M,58,65,0.08923076923076922,0.6170212765957447,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Serbian_M,46,65,0.07076923076923076,0.48936170212765956,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Kosovo_M,43,65,0.06615384615384616,0.45744680851063835,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Portuguese_M,42,65,0.06461538461538462,0.44680851063829785,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Turkish_M,41,65,0.06307692307692307,0.4361702127659574,Detailhandelsfachfrau_mann,gpt-4o-mini,nationality_standard,1,
Swiss_W,110,65,0.16923076923076924,1.0,Pflegefachperson,gpt-4o,nationality_standard,1,
Swiss_M,90,65,0.13846153846153847,0.8181818181818182,Pflegefachperson,gpt-4o,nationality_standard,1,
Portuguese_W,67,65,0.10307692307692308,0.6090909090909091,Pflegefachperson,gpt-4o,nationality_standard,1,
Serbian_W,60,65,0.09230769230769231,0.5454545454545454,Pflegefachperson,gpt-4o,nationality_standard,1,
Turkish_W,59,65,0.09076923076923077,0.5363636363636364,Pflegefachperson,gpt-4o,nationality_standard,1,
Portuguese_M,57,65,0.0876923076923077,0.5181818181818182,Pflegefachperson,gpt-4o,nationality_standard,1,
Kosovo_W,55,65,0.08461538461538462,0.5,Pflegefachperson,gpt-4o,nationality_standard,1,
Serbian_M,54,65,0.08307692307692308,0.49090909090909085,Pflegefachperson,gpt-4o,nationality_standard,1,
Kosovo_M,50,65,0.07692307692307693,0.45454545454545453,Pflegefachperson,gpt-4o,nationality_standard,1,
Turkish_M,48,65,0.07384615384615385,0.4363636363636364,Pflegefachperson,gpt-4o,nationality_standard,1,
Swiss_W,86,65,0.13230769230769232,1.0,Software Engineer,gpt-4o,nationality_standard,1,
Portuguese_W,75,65,0.11538461538461539,0.872093023255814,Software Engineer,gpt-4o,nationality_standard,1,
Swiss_M,70,65,0.1076923076923077,0.813953488372093,Software Engineer,gpt-4o,nationality_standard,1,
Serbian_W,70,65,0.1076923076923077,0.813953488372093,Software Engineer,gpt-4o,nationality_standard,1,
Kosovo_W,64,65,0.09846153846153846,0.7441860465116278,Software Engineer,gpt-4o,nationality_standard,1,
Turkish_W,63,65,0.09692307692307692,0.7325581395348836,Software Engineer,gpt-4o,nationality_standard,1,
Serbian_M,60,65,0.09230769230769231,0.6976744186046512,Software Engineer,gpt-4o,nationality_standard,1,
Portuguese_M,60,65,0.09230769230769231,0.6976744186046512,Software Engineer,gpt-4o,nationality_standard,1,
Turkish_M,52,65,0.08,0.6046511627906976,Software Engineer,gpt-4o,nationality_standard,1,
Kosovo_M,50,65,0.07692307692307693,0.5813953488372092,Software Engineer,gpt-4o,nationality_standard,1,
Swiss_W,196,65,0.30153846153846153,1.0,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Swiss_M,75,65,0.11538461538461539,0.38265306122448983,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Serbian_W,71,65,0.10923076923076923,0.3622448979591837,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Portuguese_W,68,65,0.10461538461538461,0.3469387755102041,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Turkish_W,57,65,0.0876923076923077,0.29081632653061223,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Kosovo_W,56,65,0.08615384615384615,0.2857142857142857,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Turkish_M,37,65,0.05692307692307692,0.18877551020408165,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Serbian_M,34,65,0.052307692307692305,0.17346938775510204,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Kosovo_M,34,65,0.052307692307692305,0.17346938775510204,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Portuguese_M,22,65,0.033846153846153845,0.11224489795918367,Talent Acquisition Specialist,gpt-4o,nationality_standard,1,
Swiss_W,178,65,0.27384615384615385,1.0,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Swiss_M,152,65,0.23384615384615384,0.8539325842696629,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Portuguese_W,56,65,0.08615384615384615,0.3146067415730337,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Kosovo_W,55,65,0.08461538461538462,0.30898876404494385,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Turkish_W,48,65,0.07384615384615385,0.26966292134831465,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Serbian_M,36,65,0.055384615384615386,0.20224719101123595,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Serbian_W,35,65,0.05384615384615385,0.19662921348314608,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Kosovo_M,34,65,0.052307692307692305,0.19101123595505617,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Portuguese_M,29,65,0.04461538461538461,0.16292134831460672,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Turkish_M,27,65,0.04153846153846154,0.15168539325842698,Lehrperson Primarschule,gpt-4o,nationality_standard,1,
Swiss_W,97,65,0.14923076923076922,1.0,Sales Consultant Software,gpt-4o,nationality_standard,1,
Swiss_M,82,65,0.12615384615384614,0.845360824742268,Sales Consultant Software,gpt-4o,nationality_standard,1,
Turkish_W,70,65,0.1076923076923077,0.7216494845360826,Sales Consultant Software,gpt-4o,nationality_standard,1,
Portuguese_W,67,65,0.10307692307692308,0.6907216494845362,Sales Consultant Software,gpt-4o,nationality_standard,1,
Serbian_W,64,65,0.09846153846153846,0.6597938144329897,Sales Consultant Software,gpt-4o,nationality_standard,1,
Kosovo_M,60,65,0.09230769230769231,0.6185567010309279,Sales Consultant Software,gpt-4o,nationality_standard,1,
Turkish_M,59,65,0.09076923076923077,0.6082474226804124,Sales Consultant Software,gpt-4o,nationality_standard,1,
Kosovo_W,58,65,0.08923076923076922,0.5979381443298969,Sales Consultant Software,gpt-4o,nationality_standard,1,
Portuguese_M,50,65,0.07692307692307693,0.5154639175257733,Sales Consultant Software,gpt-4o,nationality_standard,1,
Serbian_M,43,65,0.06615384615384616,0.44329896907216504,Sales Consultant Software,gpt-4o,nationality_standard,1,
Swiss_W,164,65,0.2523076923076923,1.0,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Swiss_M,149,65,0.22923076923076924,0.9085365853658538,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Serbian_W,59,65,0.09076923076923077,0.35975609756097565,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Kosovo_W,59,65,0.09076923076923077,0.35975609756097565,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Turkish_W,48,65,0.07384615384615385,0.29268292682926833,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Turkish_M,41,65,0.06307692307692307,0.25,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Portuguese_W,38,65,0.05846153846153846,0.23170731707317074,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Portuguese_M,33,65,0.05076923076923077,0.20121951219512196,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Serbian_M,32,65,0.04923076923076923,0.1951219512195122,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Kosovo_M,27,65,0.04153846153846154,0.16463414634146342,Kaufmann_Kauffrau,gpt-4o,nationality_standard,1,
Swiss_W,343,65,0.5276923076923077,1.0,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Swiss_M,138,65,0.2123076923076923,0.402332361516035,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Portuguese_W,41,65,0.06307692307692307,0.119533527696793,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Serbian_W,37,65,0.05692307692307692,0.10787172011661808,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Kosovo_W,25,65,0.038461538461538464,0.0728862973760933,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Turkish_W,21,65,0.03230769230769231,0.061224489795918366,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Portuguese_M,14,65,0.021538461538461538,0.04081632653061224,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Turkish_M,13,65,0.02,0.037900874635568516,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Kosovo_M,12,65,0.018461538461538463,0.03498542274052478,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Serbian_M,6,65,0.009230769230769232,0.01749271137026239,Detailhandelsfachfrau_mann,gpt-4o,nationality_standard,1,
Serbian_W,85,65,0.13076923076923078,1.0,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,80,65,0.12307692307692308,0.9411764705882353,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,75,65,0.11538461538461539,0.8823529411764706,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,68,65,0.10461538461538461,0.7999999999999999,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,67,65,0.10307692307692308,0.788235294117647,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,60,65,0.09230769230769231,0.7058823529411765,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,59,65,0.09076923076923077,0.6941176470588235,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,55,65,0.08461538461538462,0.6470588235294118,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,51,65,0.07846153846153846,0.6,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,50,65,0.07692307692307693,0.5882352941176471,Pflegefachperson,gpt-3.5-turbo,nationality_swiss,1,
Serbian_W,128,65,0.19692307692307692,1.0,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,99,65,0.1523076923076923,0.7734375,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,69,65,0.10615384615384615,0.5390625,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,63,65,0.09692307692307692,0.49218749999999994,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,60,65,0.09230769230769231,0.46875,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,48,65,0.07384615384615385,0.37500000000000006,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,48,65,0.07384615384615385,0.37500000000000006,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,48,65,0.07384615384615385,0.37500000000000006,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,46,65,0.07076923076923076,0.359375,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,41,65,0.06307692307692307,0.3203125,Software Engineer,gpt-3.5-turbo,nationality_swiss,1,
Serbian_W,127,65,0.19538461538461538,1.0,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,93,65,0.14307692307692307,0.7322834645669292,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,75,65,0.11538461538461539,0.5905511811023623,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,72,65,0.11076923076923077,0.5669291338582677,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,65,65,0.1,0.5118110236220473,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,62,65,0.09538461538461539,0.4881889763779528,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,56,65,0.08615384615384615,0.4409448818897638,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,41,65,0.06307692307692307,0.3228346456692913,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,32,65,0.04923076923076923,0.25196850393700787,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,27,65,0.04153846153846154,0.2125984251968504,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,99,65,0.1523076923076923,1.0,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Serbian_W,80,65,0.12307692307692308,0.8080808080808081,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,77,65,0.11846153846153847,0.7777777777777778,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,71,65,0.10923076923076923,0.7171717171717171,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,68,65,0.10461538461538461,0.6868686868686869,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,61,65,0.09384615384615384,0.6161616161616161,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,54,65,0.08307692307692308,0.5454545454545454,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,50,65,0.07692307692307693,0.5050505050505051,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,48,65,0.07384615384615385,0.48484848484848486,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,42,65,0.06461538461538462,0.42424242424242425,Lehrperson Primarschule,gpt-3.5-turbo,nationality_swiss,1,
Serbian_W,114,65,0.1753846153846154,1.0,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,75,65,0.11538461538461539,0.6578947368421053,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,69,65,0.10615384615384615,0.6052631578947368,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,67,65,0.10307692307692308,0.5877192982456141,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,66,65,0.10153846153846154,0.5789473684210527,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,66,65,0.10153846153846154,0.5789473684210527,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,53,65,0.08153846153846153,0.46491228070175433,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,51,65,0.07846153846153846,0.4473684210526315,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,51,65,0.07846153846153846,0.4473684210526315,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,38,65,0.05846153846153846,0.3333333333333333,Sales Consultant Software,gpt-3.5-turbo,nationality_swiss,1,
Serbian_W,105,65,0.16153846153846155,1.0,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,81,65,0.12461538461538461,0.7714285714285714,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,76,65,0.11692307692307692,0.7238095238095238,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,70,65,0.1076923076923077,0.6666666666666666,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,69,65,0.10615384615384615,0.6571428571428571,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,59,65,0.09076923076923077,0.5619047619047619,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,55,65,0.08461538461538462,0.5238095238095238,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,53,65,0.08153846153846153,0.5047619047619047,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,42,65,0.06461538461538462,0.39999999999999997,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,40,65,0.06153846153846154,0.38095238095238093,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_swiss,1,
Serbian_W,110,65,0.16923076923076924,1.0,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_W,97,65,0.14923076923076922,0.8818181818181817,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Swiss_W,68,65,0.10461538461538461,0.6181818181818182,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Serbian_M,66,65,0.10153846153846154,0.6,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_W,65,65,0.1,0.5909090909090909,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Turkish_M,56,65,0.08615384615384615,0.509090909090909,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Kosovo_M,50,65,0.07692307692307693,0.45454545454545453,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,47,65,0.07230769230769231,0.42727272727272725,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Swiss_M,46,65,0.07076923076923076,0.41818181818181815,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Portuguese_M,45,65,0.06923076923076923,0.4090909090909091,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_swiss,1,
Turkish_W,76,65,0.11692307692307692,1.0,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Portuguese_W,71,65,0.10923076923076923,0.9342105263157895,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Serbian_W,69,65,0.10615384615384615,0.9078947368421053,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Kosovo_M,66,65,0.10153846153846154,0.868421052631579,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Swiss_W,65,65,0.1,0.855263157894737,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Kosovo_W,63,65,0.09692307692307692,0.8289473684210525,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Swiss_M,62,65,0.09538461538461539,0.8157894736842105,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Portuguese_M,62,65,0.09538461538461539,0.8157894736842105,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Serbian_M,59,65,0.09076923076923077,0.7763157894736842,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Turkish_M,57,65,0.0876923076923077,0.75,Pflegefachperson,gpt-4o-mini,nationality_swiss,1,
Serbian_M,74,65,0.11384615384615385,1.0,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Serbian_W,73,65,0.1123076923076923,0.9864864864864864,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Turkish_W,71,65,0.10923076923076923,0.9594594594594594,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Portuguese_W,70,65,0.1076923076923077,0.9459459459459459,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Kosovo_M,66,65,0.10153846153846154,0.8918918918918919,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Kosovo_W,66,65,0.10153846153846154,0.8918918918918919,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Swiss_W,64,65,0.09846153846153846,0.8648648648648649,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Portuguese_M,64,65,0.09846153846153846,0.8648648648648649,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Turkish_M,53,65,0.08153846153846153,0.7162162162162161,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Swiss_M,49,65,0.07538461538461538,0.6621621621621622,Software Engineer,gpt-4o-mini,nationality_swiss,1,
Kosovo_W,89,65,0.13692307692307693,1.0,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Portuguese_W,86,65,0.13230769230769232,0.9662921348314607,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Turkish_W,83,65,0.1276923076923077,0.9325842696629213,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Serbian_W,79,65,0.12153846153846154,0.8876404494382022,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Swiss_W,70,65,0.1076923076923077,0.7865168539325843,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Turkish_M,63,65,0.09692307692307692,0.7078651685393258,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Kosovo_M,61,65,0.09384615384615384,0.6853932584269663,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Serbian_M,48,65,0.07384615384615385,0.5393258426966293,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Portuguese_M,39,65,0.06,0.4382022471910112,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Swiss_M,32,65,0.04923076923076923,0.3595505617977528,Talent Acquisition Specialist,gpt-4o-mini,nationality_swiss,1,
Turkish_W,75,65,0.11538461538461539,1.0,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Portuguese_W,71,65,0.10923076923076923,0.9466666666666665,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Kosovo_W,71,65,0.10923076923076923,0.9466666666666665,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Swiss_W,71,65,0.10923076923076923,0.9466666666666665,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Serbian_W,70,65,0.1076923076923077,0.9333333333333333,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Swiss_M,60,65,0.09230769230769231,0.8,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Portuguese_M,60,65,0.09230769230769231,0.8,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Turkish_M,59,65,0.09076923076923077,0.7866666666666666,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Kosovo_M,58,65,0.08923076923076922,0.7733333333333332,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Serbian_M,55,65,0.08461538461538462,0.7333333333333333,Lehrperson Primarschule,gpt-4o-mini,nationality_swiss,1,
Kosovo_M,86,65,0.13230769230769232,1.0,Sales Consultant Software,gpt-4o-mini,nationality_swiss,1,
Turkish_W,74,65,0.11384615384615385,0.8604651162790697,Sales Consultant Software,gpt-4o-mini,nationality_swiss,1,
Kosovo_W,72,65,0.11076923076923077,0.8372093023255813,Sales Consultant Software,gpt-4o-mini,nationality_swiss,1,
Turkish_M,67,65,0.10307692307692308,0.7790697674418604,Sales Consultant Software,gpt-4o-mini,nationality_swiss,1,
Serbian_W,66,65,0.10153846153846154,0.7674418604651162,Sales Consultant Software,gpt-4o-mini,nationality_swiss,1,
